sheet,scope,jurisdiction,sub_jurisdiction,industry_or_topic,entity_type,entity_name,office_or_role,current_holder,priority,why_it_matters,source_url,rss_url,notes
Industry_Companies,national,Canada,,Mining,Company,Teck Resources,TSX:TECK.B,,1,"Diversified miner, copper focus post-coal sale",https://www.teck.com,,HQ Vancouver
Industry_Companies,national,Canada,,Mining,Company,Ivanhoe Mines,TSX:IVN,,2,"Copper/zinc/PGMs, Kamoa-Kakula (DRC), Platreef",https://www.ivanhoemines.com,,HQ Vancouver
Industry_Companies,national,Canada,,Financial Services,Company,Royal Bank of Canada (RBC),TSX:RY,,1,"Canada's largest bank, global wealth management",https://www.rbc.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Toronto-Dominion Bank (TD),TSX:TD,,1,"Major bank, large US retail footprint",https://www.td.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Bank of Montreal (BMO),TSX:BMO,,1,"Big 5 bank, growing US presence via BancWest",https://www.bmo.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Bank of Nova Scotia (Scotiabank),TSX:BNS,,1,"Big 5 bank, Latin America/Pacific Alliance focus",https://www.scotiabank.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Manulife Financial,TSX:MFC,,1,"Life insurance, wealth/asset management, Asia growth",https://www.manulife.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Sun Life Financial,TSX:SLF,,1,"Life insurance, asset management, MFS",https://www.sunlife.com,,
Industry_Companies,national,Canada,,Financial Services/Infrastructure,Company,Brookfield Corporation,TSX:BN,,1,"Global alternative asset management, infrastructure, renewables",https://www.brookfield.com,,
Industry_Companies,national,Canada,,Financial Services,Company,Fairfax Financial Holdings,TSX:FFH,,2,"Insurance, investments, global conglomerate",https://www.fairfax.ca,,
Industry_Companies,national,Canada,,Technology,Company,Shopify,TSX:SHOP,,1,"E-commerce platform, Canada's tech leader",https://www.shopify.com,,
Industry_Companies,national,Canada,,Technology,Company,Constellation Software,TSX:CSU,,1,"Acquires/manages vertical market software businesses",https://www.csisoftware.com,,
Industry_Companies,national,Canada,,Technology,Company,OpenText,TSX:OTEX,,2,"Enterprise information management, Micro Focus acquisition",https://www.opentext.com,,
Industry_Companies,national,Canada,,Technology,Company,CGI Group,TSX:GIB.A,,2,"IT consulting, managed services, global operations",https://www.cgi.com,,HQ Montreal
Industry_Companies,national,Canada,,Technology,Company,Descartes Systems Group,TSX:DSG,,2,"Logistics technology, customs/trade compliance, SaaS",https://www.descartes.com,,HQ Waterloo
Industry_Companies,national,Canada,,Consumer/Retail,Company,Alimentation Couche-Tard,TSX:ATD,,1,"Global convenience/fuel retail, Circle K",https://corpo.couche-tard.com,,
Industry_Companies,national,Canada,,Consumer/Retail,Company,Loblaw Companies,TSX:L,,1,"Canada's largest grocer, Shoppers Drug Mart, real estate",https://www.loblaw.ca,,
Industry_Companies,national,Canada,,Consumer/Retail,Company,George Weston Limited,TSX:WN,,1,"Loblaw parent, Weston Foods (divested), Choice Properties",https://www.weston.ca,,
Industry_Companies,national,Canada,,Consumer/Retail,Company,Metro Inc,TSX:MRU,,2,"Grocer/pharmacy, Quebec/Ontario, Jean Coutu",https://corpo.metro.ca,,HQ Montreal
Industry_Companies,national,Canada,,Consumer/Food,Company,Saputo,TSX:SAP,,2,"Major dairy processor, global operations",https://www.saputo.com,,HQ Montreal
Industry_Companies,national,Canada,,Consumer/Retail,Company,Dollarama,TSX:DOL,,1,"Discount retailer, Dollarcity (LatAm), high growth",https://www.dollarama.com,,HQ Montreal
Industry_Companies,national,Canada,,Consumer/QSR,Company,Restaurant Brands International,TSX:QSR,,1,"Tim Hortons, Burger King, Popeyes, Firehouse Subs",https://www.rbi.com,,HQ Toronto
Industry_Companies,national,Canada,,Consumer/Auto Parts,Company,Magna International,TSX:MG,,1,"Global auto parts manufacturer, EV components",https://www.magna.com,,HQ Aurora ON
Industry_Companies,national,Canada,,Consumer/Apparel,Company,Gildan Activewear,TSX:GIL,,2,"Basic apparel manufacturer, printwear, retail brands",https://www.gildancorp.com,,HQ Montreal
Industry_Companies,national,Canada,,Consumer/Retail,Company,Aritzia,TSX:ATZ,,2,"Fashion retailer, strong US expansion",https://www.aritzia.com,,HQ Vancouver
Industry_Companies,national,Canada,,Industrials/Rail,Company,Canadian Pacific Kansas City (CPKC),TSX:CP,,1,"Transcontinental railway, only single-line USMCA rail network",https://www.cpkcr.com,,
Industry_Companies,national,Canada,,Industrials/Rail,Company,Canadian National Railway (CNR),TSX:CNR,,1,"Canada's largest railway, coast-to-coast-to-Gulf network",https://www.cn.ca,,
Industry_Companies,national,Canada,,Industrials/Media,Company,Thomson Reuters,TSX:TRI,,1,"Information services, legal/tax/news, AI integration",https://www.thomsonreuters.com,,HQ Toronto
Industry_Companies,national,Canada,,Industrials/Waste,Company,Waste Connections,TSX:WCN,,2,"Solid waste services, North American operations",https://www.wasteconnections.com,,HQ Woodbridge ON
Industry_Companies,national,Canada,,Industrials/Engineering,Company,WSP Global,TSX:WSP,,1,"Global engineering/professional services, major infrastructure projects",https://www.wsp.com,,HQ Montreal
Industry_Companies,national,Canada,,Real Estate,Company,FirstService Corporation,TSX:FSV,,2,"Property services, FirstService Residential, Century 21 Canada",https://www.firstservice.com,,HQ Toronto
Industry_Companies,national,Canada,,Real Estate,Company,Colliers International,TSX:CIGI,,2,"Global commercial real estate services, engineering",https://www.colliers.com,,HQ Toronto
Industry_Companies,national,Canada,,Real Estate,Company,Canadian Apartment Properties REIT (CAPREIT),TSX:CAR.UN,,2,"Largest residential REIT in Canada",https://www.capreit.ca,,HQ Toronto
Industry_Companies,national,Canada,,Real Estate,Company,Boardwalk REIT,TSX:BEI.UN,,2,"Multi-family residential REIT, Western Canada focus",https://www.bfreit.com,,HQ Calgary
Industry_Companies,national,Canada,,Real Estate,Company,Choice Properties REIT,TSX:CHP.UN,,2,"Retail/industrial REIT, Loblaw anchor tenants",https://www.choicereit.ca,,HQ Toronto
Industry_Companies,national,Canada,,Agriculture,Company,Nutrien,TSX:NTR,,1,"World's largest crop input supplier, potash/nitrogen/phosphate",https://www.nutrien.com,,
Industry_Companies,national,Canada,,Agriculture,Company,Viterra (Bunge acquisition pending),Private,,2,"Global grain handling, marketing, distribution",https://www.viterra.com,,Bunge acquisition pending
Industry_Companies,national,Canada,,Agriculture/Food,Company,Saputo,TSX:SAP,,2,"Major dairy processor, cheese, fluid milk, global",https://www.saputo.com,,Duplicate for agriculture classification
Industry_Companies,national,Canada,,Agriculture/Food,Company,George Weston Limited,TSX:WN,,2,"Food retail/processing via Loblaw, bakeries",https://www.weston.ca,,Duplicate for agriculture classification
Industry_Companies,national,Canada,,Agriculture/Food,Company,Maple Leaf Foods,TSX:MFI,,2,"Protein company, meat/plant-based, sustainability leader",https://www.mapleleaffoods.com,,HQ Mississauga ON
Industry_Companies,national,Canada,,Industrials/Aerospace,Company,CAE Inc,TSX:CAE,,2,"Flight simulation, pilot training, defence and security",https://www.cae.com,,HQ Montreal
Industry_Companies,national,Canada,,Industrials/Aerospace,Company,Bombardier Inc,TSX:BBD.B,,2,"Business jets, Challenger and Global series, aftermarket",https://www.bombardier.com,,HQ Montreal
Industry_Sources,provincial,NS,,NAICS 21,Provincial Agency,Canada-Nova Scotia Offshore Petroleum Board (CNSOPB),CEO,,2,"NS offshore petroleum regulation",https://www.cnsopb.ns.ca,,Also listed in federal
Industry_Sources,provincial,QC,,NAICS 22,Provincial Crown Corp,Hydro-Quebec (regulatory context),VP Regulatory,,2,"QC electricity rates, regulatory filings",https://www.hydroquebec.com,,Regie de l'energie filings
Industry_Sources,federal,Canada,,NAICS 48-49,Federal Agency,Canadian Nuclear Safety Commission (CNSC),President,,2,"Nuclear reactor licensing, radiation safety, uranium mines",https://www.nuclearsafety.gc.ca,,
Global_Watchlist,international,Australia,,Monetary Policy,Person,Michele Bullock,Governor of the Reserve Bank of Australia,,2,"RBA rates, AUD, commodity economy parallel to Canada",https://www.rba.gov.au,,
Global_Watchlist,international,India,,Government,Person,Narendra Modi,Prime Minister of India,,2,"India trade, immigration source country, critical minerals demand",https://www.india.gov.in,,
Global_Watchlist,international,Mexico,,Government,Person,Claudia Sheinbaum,President of Mexico,,2,"CUSMA partner, nearshoring, auto supply chain",https://www.gob.mx/presidencia,,
Global_Watchlist,international,Saudi Arabia,,Energy,Person,Abdulaziz bin Salman,Minister of Energy,,1,"OPEC+ production decisions, oil price impact on Canada",https://www.moenergy.gov.sa,,
Global_Watchlist,international,Global,,Finance,Agency,International Monetary Fund (IMF),Managing Director,,2,"Global economic outlook, Article IV reviews, financial stability",https://www.imf.org,,
Global_Watchlist,international,Global,,Finance,Agency,World Bank,President,,2,"Global development, commodity price forecasts",https://www.worldbank.org,,
Global_Watchlist,international,Global,,Finance,Agency,Bank for International Settlements (BIS),General Manager,,2,"Central bank coordination, global financial regulation, Basel standards",https://www.bis.org,,
Provincial_Dept_Officials,provincial,ON,,Infrastructure,Person,,President of Infrastructure Ontario,,2,"ON major capital project delivery, P3s, real estate",https://www.infrastructureontario.ca,,
Provincial_Dept_Officials,provincial,ON,,Trade,Person,,CEO of Ontario Investment Office,,2,"ON foreign direct investment attraction",https://www.investontario.ca,,
Provincial_Dept_Officials,provincial,QC,,Trade,Person,,CEO of Montreal International,,2,"Greater Montreal foreign investment and talent attraction",https://www.montrealinternational.com,,Regional agency
Provincial_Dept_Officials,provincial,AB,,Innovation,Person,,CEO of Alberta Innovates,,2,"AB research/innovation funding, tech commercialization",https://albertainnovates.ca,,
Provincial_Dept_Officials,provincial,AB,,Investment,Person,,CEO of Invest Alberta,,2,"AB foreign investment attraction, sector development",https://investalberta.ca,,
Provincial_Dept_Officials,provincial,SK,,Investment,Person,,CEO of Saskatchewan Trade and Export Partnership (STEP),,2,"SK export promotion, trade missions",https://www.sasktrade.com,,
Provincial_Dept_Officials,provincial,MB,,Investment,Person,,CEO of Economic Development Winnipeg,,2,"Winnipeg investment attraction, sector development",https://www.economicdevelopmentwinnipeg.com,,Municipal-provincial
Provincial_Dept_Officials,provincial,BC,,Investment,Person,,CEO of Trade and Invest BC,,2,"BC export promotion, FDI attraction",https://www.britishcolumbia.ca/invest,,
Provincial_Dept_Officials,provincial,BC,,Crown Corp,Person,,CEO of BC Ferries,,2,"BC coastal transportation, major capital procurement",https://www.bcferries.com,,
Provincial_Dept_Officials,provincial,AB,,Crown Corp,Person,,CEO of Alberta Gaming Liquor and Cannabis Commission,,3,"AB gaming, liquor, cannabis regulation/revenue",https://aglc.ca,,
Provincial_Dept_Officials,provincial,ON,,Crown Corp,Person,,CEO of LCBO,,3,"ON liquor retail Crown corp, significant provincial revenue",https://www.lcbo.com,,
Provincial_Dept_Officials,provincial,QC,,Crown Corp,Person,,CEO of Societe des alcools du Quebec (SAQ),,3,"QC liquor retail Crown corp, significant provincial revenue",https://www.saq.com,,
Provincial_Dept_Officials,provincial,NL,,Investment,Person,,CEO of Newfoundland and Labrador Business/Trade,,2,"NL investment attraction, trade development",https://www.gov.nl.ca/iet/,,
Provincial_Dept_Officials,provincial,NS,,Immigration,Person,,Executive Director of Nova Scotia Office of Immigration,,2,"NS immigration programs, Atlantic Immigration Program",https://novascotiaimmigration.com,,
Provincial_Dept_Officials,provincial,ON,,Nuclear,Person,,President of Bruce Power,,2,"ON nuclear generation, Bruce site refurbishment",https://www.brucepower.com,,Private operator on Crown land
Provincial_Dept_Officials,provincial,SK,,Crown Corp,Person,,President of Saskatchewan Water Security Agency,,2,"SK water infrastructure, irrigation",https://www.wsask.ca,,
Provincial_Dept_Officials,provincial,MB,,Crown Corp,Person,,CEO of Manitoba Centennial Centre Corporation,,3,"MB arts/culture infrastructure, downtown Winnipeg",https://www.gov.mb.ca,,
Provincial_Dept_Officials,provincial,PE,,Crown Corp,Person,,CEO of Finance PEI,,2,"PEI business lending, economic development",https://www.financepei.ca,,
